Predicate	ObjectType	Count
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q645883	0
http://www.wikidata.org/prop/direct/P122	http://www.wikidata.org/entity/Q512187	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q133442	0
http://www.wikidata.org/prop/direct/P47	http://www.wikidata.org/entity/Q179164	0
http://www.wikidata.org/prop/direct/P361	http://www.wikidata.org/entity/Q1496967	0
http://www.wikidata.org/prop/direct/P1906	http://www.wikidata.org/entity/Q294414	0
http://www.wikidata.org/prop/direct/P30	http://www.wikidata.org/entity/Q855697	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q515	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q2264924	0
http://www.wikidata.org/prop/direct/P206	http://www.wikidata.org/entity/Q986177	0
http://www.wikidata.org/prop/direct/P361	http://www.wikidata.org/entity/Q632959	0
http://www.wikidata.org/prop/direct/P17	http://www.wikidata.org/entity/Q672729	0
http://www.wikidata.org/prop/direct/P17	http://www.wikidata.org/entity/Q51576574	0
http://www.wikidata.org/prop/direct/P206	http://www.wikidata.org/entity/Q1973404	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q866196	0
http://www.wikidata.org/prop/direct/P2184	http://www.wikidata.org/entity/Q17524420	0
http://www.wikidata.org/prop/direct/P209	http://www.wikidata.org/entity/Q190752	0
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q170156	0
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q7210356	0
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q3623811	0
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q1048835	0
http://www.wikidata.org/prop/direct/P38	http://www.wikidata.org/entity/Q28795800	0
http://www.wikidata.org/prop/direct/P150	http://www.wikidata.org/entity/Q3502482	0
http://www.wikidata.org/prop/direct/P47	http://www.wikidata.org/entity/Q4209223	0
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q18252680	0
http://www.wikidata.org/prop/direct/P150	http://www.wikidata.org/entity/Q23442	0
http://www.wikidata.org/prop/direct/P47	http://www.wikidata.org/entity/Q51576574	0
http://www.wikidata.org/prop/direct/P47	http://www.wikidata.org/entity/Q1323642	0
http://www.wikidata.org/prop/direct/P1546	http://www.wikidata.org/entity/Q3026787	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q11396118	0
http://www.wikidata.org/prop/direct/P2936	http://www.wikidata.org/entity/Q839470	0
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q28963381	0
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q1772543	0
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q16887380	0
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q431603	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q1147274	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q1896989	0
http://www.wikidata.org/prop/direct/P832	http://www.wikidata.org/entity/Q57598	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q3024240	0
http://www.wikidata.org/prop/direct/P2184	http://www.wikidata.org/entity/Q11862829	0
http://www.wikidata.org/prop/direct/P206	http://www.wikidata.org/entity/Q204894	0
http://www.wikidata.org/prop/direct/P208	http://www.wikidata.org/entity/Q35798	0
http://www.wikidata.org/prop/direct/P194	http://www.wikidata.org/entity/Q35749	0
http://www.wikidata.org/prop/direct/P17	http://www.wikidata.org/entity/Q41614	0
http://www.wikidata.org/prop/direct/P361	http://www.wikidata.org/entity/Q3502482	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q82794	0
http://www.wikidata.org/prop/direct/P1906	http://www.wikidata.org/entity/Q42045197	0
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q160016	0
http://www.wikidata.org/prop/direct/P1589	http://www.wikidata.org/entity/Q165	0
